Sr.No	PIC	Name of Dam	Latitude	Longitude	Year of Completion	River Basin	River	Neareast City	Seismic Zone	Dam Type	Height above Lowest Foundation Level	Dam Length	Volume Content of Dam	Gross Storage Capacity	Reservoir Area	Effective Storage Capacity	Purpose	Designed Spillway Capacity
1732	MH09LH1755	MUNGAWAD	18.6575	75.52	1982	Krishna	Local Nala	Patoda	III	Earthfill_Embankment	14	680	106220	1289000	304000	1096000	I	228.80
560	MH09LH0566	KHADKISIM	20.57777778	74.92916667	1976	Tapi	Local	Chalisgaon	III	Earthfill_Embankment	13.37	1290	114000	1246000	539800	1095000	I	249
269	MH09MH0271	TELIYA	20.17611111	79.35444444	1972	Godavari	Teliya Nalla	Bhadravat	III	Earthfill_Embankment	16.33	180.75	28000	1152000	320000	1093000	I	130.55
2040	MH09LH2079	Jangaltanda	20.64333333	75.68777778	1995	Tapi	Gugadi	Soyegaon	II	Earthfill_Embankment	14.50	827	150000	1160000	470000	1093000	I	175.61
944	MH09LH0955	BOMNALI	19.07972222	77.265	1983	Godavari	Local	Nanded	II	Earthfill_Embankment	12.5	698.00	108000	1120000		1090000	I	132.00
1242	MH09MH1255	JAWALA	20.045	77.10027778	1990	Godavari	Local Nalla	Risod	II	Earthfill_Embankment	15.32	270	70000	1168000	515800	1090000	I	125.05
1614	MH09MH1628	KHAMKARWADI	16.54944444	74.00777778	2004	Krishna	Local Nalla	Radhanagari	III	Earthfill_Embankment	26.34	204	1162000	1163000	202400	1088000	I	144.90
1194	MH09LH1207	UMRALE	20.25305556	73.76361111	1989	Godavari	Local Nalla	Dindori.	III	Earthfill_Embankment	10.7	640	285040	1111000	265600	1087000	I	98.66
1728	MH09LH1751	SANGVIKATI	17.91222222	75.98666667	1992	Krishna	Local Nala	Tuljapur	III	Earthfill_Embankment	11.3	706	51540	1256000	400000	1081000	I	309
939	MH09LH0950	RAIDHOK	20.50611111	76.61666667	1982	Tapi	Local Nalla	Khamgaon	II	Earthfill_Embankment	12.31	795	1180000	1170000	40000	1080000	I	1734.00
1317	MH09LH1331	UGHADEWADI	17.80138889	75.07555556	1994	Krishna	Local Nalla	Malshiras	III	Earthfill_Embankment	12.5	594	1930	1380000	520000	1080000	I	557.00
1705	MH09LH1722	UPRALE	19.80166667	73.02805556		West Flowing Rivers from Tapi to Tadri	Local Nala	Dindori.	III	Earthfill_Embankment	13.19	1045	97000	1110000	437890	1080000	I	180
268	MH09MH0270	BURBHUSHI	19.275	77.82583333	1972	Godavari	Local Nalla	Bhokar	II	Earthfill_Embankment	22.75	667.00	310000	1135000	300000	1077000	I	105.00
1065	MH09LH1077	ITKAL	17.78666667	76.14611111	1985	Krishna	Local Nalla	Tuljapur	III	Earthfill_Embankment	10	1208	135090	1189000	466000	1073000	I	208.00
2011	MH09LH2050	Pahur Pimpalgaon	20.71	75.68027778	1999	Tapi	Local Nalla	Jamner	III	Earthfill_Embankment	11.49	875	8000	1343780	497100	1072780	I	420.62
2249	MH09MH2288	Ravankola	18.43333333	77.28388889	2011	Godavari	Local Nalla	Jalkot	III	Earthfill_Embankment	15.46	763		1272000	250000	1071000	I	117.07
734	MH09LH0742	SONALI	16.44833333	74.17444444	1979	Krishna	Local Nalla	Kagal	III	Earthfill_Embankment	12.15	638	10000	1080000	34200	1070000	I	38
754	MH09MH0762	NAIGAON DEOGAON	18.29305556	73.89083333	1979	Krishna	Gunjawani	Purandar	III	Earthfill_Embankment	22.5	272	124000	1320000	282000	1070000	I	241.40
823	MH09LH0833	RUI CHATRAPATI	18.92361111	74.56194444	1980	Krishna	Gopal Ganga	Parner	III	Earthfill_Embankment	10.77	420	16730	1350000	46000	1070000	I	565.00
901	MH09MH0911	PERSODI	21.21555556	78.42888889	1982	Godavari	Local Nalla	Karanja	II	Earthfill_Embankment	20.05	169	63000	1110000	70000	1070000	I	81.00
2197	MH09MH2236	Dharpimpri	20.21055556	76.88472222		Godavari	Local Nalla	Malegaon	II	Earthfill_Embankment	17.98	1090		1219000	588700000	1070000		231.5
2264	MH09MH2303	Relgaonwadi	20.36333333	75.91444444	2015	Godavari	Local Nalla	Bhokardan	IV	Earthfill_Embankment	18.95	1230		1359000		1062000	I	
2327	MH09MH2366	Kondwadi	18.35805556	76.29555556	2008	Godavari	Terna	Osmanabad	III	Earthfill_Embankment	16.75	660	71100	1164000	393200	1062000	I	112.70
1409	MH09MH1423	KUNSAWALI	17.70722222	76.36055556	1997	Krishna	Local Nalla	Umarga	II	Earthfill_Embankment	15.04	466	121700	1165000	229400	1061000	I	113.08
761	MH09LH0769	DHANER	20.32138889	74.53222222	1979	Tapi	Local Nalla	Nandgaon	III	Earthfill_Embankment	13.08	793	66460	1230000	467050	1060000	I	293.74
2338	MH09MH2377	Baratewadi	18.4325	75.91777778		Godavari	Local Nalla	Kalamb	II	Earthfill_Embankment	15.77	1240	136670	1204000	495800	1059000		157.9
2244	MH09MH2283	Mavalgaon	18.69583333	77.175	2010	Godavari	Local Nalla	Ahmedpur	III	Earthfill_Embankment	15.10	734	114000	1150000	237600	1057000	I	103.10
900	MH09LH0910	AMBAGAD	21.45111111	79.66972222	1982	Godavari	Local Nalla	Tumsar	II	Earthfill_Embankment	11.88	13.8	0	1116000	3670	1055000	I	74.09
1880	MH09MH1919	Bopgaon (Raita Project)	18.38083333	73.9425		Krishna	Chimbali nadi	Saswad	III	Earthfill_Embankment	15.57	275	1284000	1284000	434000	1053000		421.40
2337	MH09MH2376	Jagji	18.35583333	76.23833333		Godavari	Local Nalla	Osmanabad	III	Earthfill_Embankment	17.80	2040	284020	1159000	133000	1052000		519.97
468	MH09LH0474	VITNAR	19.72055556	76.73222222	1975	Tapi	Local Nalla	Jalgaon	II	Earthfill_Embankment	12	1505	110000	1135000	417000	1051000	I	152
2213	MH09MH2252	Bhandarwadi	16.85805556	73.84527778	2013	Krishna	Local Nalla	Kolhapur	III	Earthfill_Embankment	28.15	236	286540	1201000	140460	1051000	I	80.84
329	MH09LH0331	POPHALI	19.69111111	77.61138889	1973	Godavari	Local Nalla	Umarkhed	II	Earthfill_Embankment	11.9	793	148000	1150000	466000	1050000	I	146.00
435	MH09LH0438	VINCHURNI	17.92888889	74.42722222	1974	Krishna	Local Nalla	Phaltan	III	Earthfill_Embankment	11.62	580	85800	1340000	970000	1050000	I	531.00
1199	MH09LH1212	GAWANDGAON	20.41638889	76.76638889	1989	Tapi	Local Nalla	Patur	II	Earthfill_Embankment	14.51	660	88800	1120000	480000	1050000	I	164.54
1310	MH09MH1323	MANDVE (SATARA)	17.56611111	73.98777778	1994	Krishna	Vasna	Satara	IV	Earthfill_Embankment	19.5	1080	44000	1150000	504000	1050000	I	229.00
1676	MH09MH1691	PURKABODI	21	79.795		Godavari	Local Nalla	Lakhandur	II	Earthfill_Embankment	20.34	1107	125670	1470000	590000	1050000	I	84.39
2176	MH09LH2215	Ambona	19.61277778	77.71305556	1968	Godavari	Local Nalla	Umarkhed	II	Earthfill_Embankment	10.77	812		1150000	17080	1050000	I	224.72
2316	MH09LH2355	Waghala K.T.Weir (Jalna)	19.89055556	76.40194444		Godavari	Purna.	Mantha	IV	Earthfill_Embankment	11.30	173		1050000		1050000		
938	MH09LH0949	TAKALI	20.0875	75.21861111	1982	Godavari	Local Nalla	Khultabad	II	Earthfill_Embankment	13.9	422.00	35000	1889000	347000	1049000	I	151.00
1713	MH09LH1733	POHNER	18.11777778	76.03638889	1987	Krishna	Local Nala	Osmanabad	III	Earthfill_Embankment	14.8	636	67600	1167000	367000	1043000	I	226.00
553	MH09LH0559	BORGAON MANJU	20.69444444	77.13666667	1976	Tapi	Local Nalla	Akola	II	Earthfill_Embankment	14.5	578	99000	1143000	380000	1040000	I	190.00
728	MH09MH0736	KANKATREWADI	17.48333333	74.59111111	1978	Krishna	Local Nalla	Khatav	III	Earthfill_Embankment	19.51	726	1240000	1240000	376000	1040000	I	1283.00
873	MH09LH0883	KOLGAONDOLAS	18.62527778	74.42666667	1981	Krishna	Local Nalla	Shirur.	III	Earthfill_Embankment	10.46	815	80000	1069000	203300	1040000	I	380
1142	MH09LH1154	HAROLI	16.97333333	74.77527778	1987	Krishna	Local Nalla	K.Mahankal	III	Earthfill_Embankment	13.9	818.00	15000	1150000	137900	1040000	I	213.00
812	MH09LH0821	NER	19.77027778	76.21083333	1980	Godavari	Local Nalla	Jalna	II	Earthfill_Embankment	11.25	1174	93000	1150000	630000	1039000	I	217
323	MH09LH0325	PETHSANGVI	17.96888889	76.55111111	1973	Godavari	Local Nalla	Umarga	II	Earthfill_Embankment	10.35	1051	98160	1134000	43000	1038000	I	100.00
732	MH09LH0740	BURZAD	21.03972222	74.70277778	1978	Tapi	Local Nalla	Dhule	III	Earthfill_Embankment	12.7	983	86000	1160000	121400	1037000	I	2203
2020	MH09MH2059	Ashowali Harsh	19.88527778	73.48277778		West Flowing Rivers from Tapi to Tadri	Local Nalla	Igatpuri	III	Earthfill_Embankment	16.67	555	142310	1122740	144200	1033910		22.75
2326	MH09MH2365	Sakanewadi (Osmanabad)	18.18611111	76.09583333	2008	Godavari	Local Nalla	Osmanabad	III	Earthfill_Embankment	18.45	630	76260	1138000	488380	1033000	I	115.21
888	MH09MH0898	DHOKI	19.17416667	74.42444444	1981	Godavari	Kalu	Parner	III	Earthfill_Embankment	17.33	397	92030	1266000	290000	1032000	I	1046.00
125	MH09LH0125	LOHARE KASARE	19.65388889	74.36083333	1966	Godavari	Khad	Sangammer.	III	Earthfill_Embankment	10.6	370	349000	1220000	710000	1030000	I	451
369	MH09MH0371	DAHIWADI	18.71472222	74.3075	1973	Krishna	Local Nalla	Shirpur	III	Earthfill_Embankment	17.68	350	83000	1350000	480000	1030000	I	567.00
1134	MH09LH1146	BALGAWADE	17.13027778	74.70611111	1987	Krishna	Local Nalla	Tasgaon	III	Earthfill_Embankment	13.4	950.00	117110	1130000	1171000	1030000	I	50
1710	MH09LH1729	DHORMAL	20.98833333	76.08222222		Tapi	Local Nalla	Edalabad	II	Earthfill_Embankment	12.79	570	577540	110200000	279920	1030000	I	209
811	MH09LH0820	BRANJALA	20.17805556	75.88472222	1980	Godavari	Local Nalla	Bhokardan	II	Earthfill_Embankment	10.65	1260.00	88000	1130000	700000	1020000	I	197.00
1945	MH09LH1984	Mitgaon	21.61111111	74.23333333	1981	Tapi	Local Nalla	Shirpur	III	Earthfill_Embankment	11.95	413	280000	1150000	35950	1020000	I	235.43
2095	MH09LH2134	Killari Kawatha Barrage	18.03083333	76.59916667		Godavari	Terna	Latur	III	Earthfill_Embankment	10.00	320	125240	1015000	6413000	1015000		9240
1345	MH09LH1359	ROTHA -II	20.76111111	79.54305556	1995	Godavari	Local Nalla	Wardha	II	Earthfill_Embankment	12.3	772	122600	1076000	381920	1011000	I	250.71
667	MH09LH0674	LOHATWADI	20.48472222	77.79	1978	Godavari	Local Nalla	Ner	II	Earthfill_Embankment	12.3	447	1223000	1100000	673000	1010000	I	132.00
911	MH09LH0921	PANDHARI	18.80305556	75.21805556	1982	Krishna	Local Nalla	Ashti	III	Earthfill_Embankment	13.86	71	152000	1141000	320000	1010000	I	233.00
1041	MH09LH1053	MADALMONI	19.14305556	75.7075	1984	Godavari	Local Nalla	Gevrai	II	Earthfill_Embankment	11.55	1280	176000	1117000	290000	1010000	I	395.00
1260	MH09LH1273	KUNJUR-II	20.70416667	74.99166667	1991	Tapi	Local Nalla	Chalisgaon	III	Earthfill_Embankment	10.98	1290	108690	1100000	507600	1010000	I	243
1792	MH09MH1829	KURWALI (BK)	17.91527778	74.61694444	1976	Krishna	Local Nala	Phaltan	III	Earthfill_Embankment	17	1208.00	8000	1420000	137000	1010000	I	789.00
1795	MH09LH1836	MALKAPUR	21.22722222	78.18194444	1995	Krishna	Local Nala	Kalamb	III	Earthfill_Embankment	22.8	354	0	1070000	830000	1010000	I	784.52
707	MH09MH0714	KAREWADI	18.87055556	76.29694444	1978	Godavari	Local Nalla	Majalgaon	II	Earthfill_Embankment	22.96	690	231000	1157000	700000	1009000	I	403
415	MH09LH0418	AMBULGA	18.39555556	77.48916667	1974	Godavari	Local Nalla	Degloor	II	Earthfill_Embankment	12.5	770.00	125000	1152000	445000	1007000	I	284.00
602	MH09LH0609	MONDALA	20.06388889	76.86194444	1977	Tapi	Local Nalla	Bhusawal	II	Earthfill_Embankment	12.34	822	101450	1085000	350000	1005000	I	167.10
1535	MH09MH1549	DONGARGAON	19.60555556	79.40166667	2000	Godavari	Dongargaon	Gondpipai	III	Earthfill_Embankment	18.88	474	82000	1082000	3757000	1001000	I	685
3	MH09LH0003	MUDANA	19.74	77.76166667	1800	Godavari	Local Nalla	Mahagaon	II	Earthfill_Embankment	11.47	637	7410000	1020000	500000	1000000	I	100.80
392	MH09MH0395	KARVE	16.98277778	74.18194444	1974	Krishna	Local Nalla	Walwa	III	Earthfill_Embankment	16.86	1099.00	16000	1050000	210000	1000000	I	90.00
849	MH09LH0859	RIDHORA	21.07694444	76.09333333	1981	Tapi	Local Nalla	Malegaon	II	Earthfill_Embankment	12.72	360	59000	1087000	323000	1000000	I	167.00
1132	MH09MH1144	VASADARA	21.5	73.3	1986	Tapi	Patalganga	Nandurbar	III	Earthfill_Embankment	16.61	243	116000	1156000	250000	1000000	I	230.00
1712	MH09LH1732	MANDWA	19.81666667	78.00194444		Godavari	Local	Kinwat	II	Earthfill_Embankment	12.34	518.00	410000	1170000		1000000	I	222.00
1376	MH09MH1390	WAKWAD	18.54555556	75.69611111	1996	Krishna	Local Nalla	Bhoom	III	Earthfill_Embankment	16.8	230	267000	1147000	135000	998000	I	163.00
331	MH09LH0333	NAIKWADI	20.09472222	73.64027778	1973	Godavari	Baman	Nasik.	III	Earthfill_Embankment	13.25	620	247360	1076000	300000	994000	I	150
203	MH09MH0204	GONDWAGHOLI	21.25833333	77.35638889	1970	Tapi	Bhuleshwan	Achalpur	III	Earthfill_Embankment	16.07	360	218000	1130000	312000	990000	I	246
420	MH09MH0423	WARSHI	20.41777778	74.08194444	1974	Tapi	Hata	Kalwan	III	Earthfill_Embankment	18.19	960	134530	1150000	434400	990000	I	298.22
1709	MH09LH1727	RUIKHEDA	20.29555556	76.84944444		Tapi	Local Nalla	Edalabad	II	Earthfill_Embankment	10.98	1068	111000	110491000	605100	990000	I	204.00
2045	MH09LH2084	Kurla	19.08111111	75.80583333	1993	Godavari	Lend	Beed	III	Earthfill_Embankment	10.90	11946	178000	1158000	50000	988000	I	59.4
1220	MH09LH1233	KARLI	20.24416667	77.62583333	1990	Godavari	Local Nalla	Manora	II	Earthfill_Embankment	14.8	292	80530	1035000	223000	987000	I	94.00
233	MH09LH0235	NAVEGAON	20.82444444	79.39305556	1971	Godavari	Local Nalla	Umred	II	Earthfill_Embankment	10.3	742	77000	1019000	62000	985000	I	72
473	MH09LH0479	WAKADI	20.01722222	76.60888889	1975	Tapi	Local Nalla	Jamner	II	Earthfill_Embankment	11.56	1453	87390	1053000	500000	985000	I	186.52
539	MH09MH0545	NANDA	21.4325	78.74694444	1976	Godavari	Local Nalla	Savner	II	Earthfill_Embankment	17.31	345	71000	1105000	25480	985000	I	97.00
370	MH09LH0372	LANDGEWADI	17.03527778	74.82916667	1973	Krishna	Local Nalla	K.Mahankal	III	Earthfill_Embankment	11.36	408	66960	1050000	123500	980000	I	633
808	MH09LH0817	GANESHPUR	19.98944444	76.73833333	1980	Tapi	Local Nalla	Khamgaon	II	Earthfill_Embankment	13.84	588	105000	1060000	312000	980000	I	154.00
1141	MH09LH1153	MOHALI	18.68194444	75.90222222	1985	Godavari	Local Nalla	Beed	III	Earthfill_Embankment	11.45	1015	86500	1080000	408100	980000	I	189.53
2016	MH09LH2055	Indore	20.16444444	73.78305556	1992	Godavari	Chugan Nalla	Dindori.	III	Earthfill_Embankment	13.75	460	876250	986050	157600	980000	I	36.57
487	MH09LH0493	ALUR	17.67944444	76.43277778	1975	Krishna	Local Nalla	Omerga	II	Earthfill_Embankment	11.99	934.00	800	1123000	153000	979000	I	245.00
2015	MH09LH2054	Kokangaon	20.03972222	73.97333333	2010	Godavari	Kadwa	Dindori.	III	Earthfill_Embankment	14.11	312	100380	1277000	326700	975950	I	276.67
1135	MH09LH1147	BERDA	21.51222222	76.98111111	1987	Tapi	Local Nalla	Melghat	III	Earthfill_Embankment	10.1	455	69000	987000	410000	974000	I	63.00
1291	MH09MH1304	UMRANI	21.84888889	74.21388889	1993	Narmada	Udai	Jat	III	Earthfill_Embankment	16.19	480	88000	1138000	260000	971000	I	102.00
1498	MH09MH1512	UMARANI	16.88583333	75.23333333	1999	Krishna	Local Nalla	Jath	III	Earthfill_Embankment	15.33	220	56800	1138000	302000	971000	I	509.00
1074	MH09MH1086	ADALE	18.65638889	73.62583333	1985	Krishna	Adale Nalla	Maval	III	Earthfill_Embankment	19.17	365	101000	1274000	263000	970000	I	330.00
1696	MH09LH1713	KANJKHEDA	20.24583333	75.19416667	1990	Godavari	Local Nalla	Kannad	II	Earthfill_Embankment	11.5	830	103000	1040000	374000	970000	I	143.00
1729	MH09LH1752	JANGAMWADI	18.59333333	77.18083333	1991	Godavari	Local Nalla	Jalkot	II	Earthfill_Embankment	14.28	1324	91000	1100000	1127000	970000	I	310.00
545	MH09LH0551	GAHULA	20.55222222	75.42777778	1976	Tapi	Local Nalla	Pachora	II	Earthfill_Embankment	11.5	1453	8739000	1052000	490000	967000	I	126
695	MH09LH0702	ACHLER	17.72444444	76.38694444	1978	Krishna	Local Nalla	Omerga	II	Earthfill_Embankment	13.5	135	108240	1127000	335300	964000	I	286.28
1140	MH09LH1152	PADMALAYA	20.87027778	75.72305556	1987	Tapi	Local Nalla	Erandol	II	Earthfill_Embankment	11.81	1140	129630	1053000	325200	961000	I	168.13
407	MH09LH0410	MORHAL	20.51	77.40944444	1974	Tapi	Local Nalla	Karanja	II	Earthfill_Embankment	12.13	690	156000	1060000	404000	960000	I	200.00
480	MH09MH0486	TELENGSHI	18.69361111	75.46666667	1975	Krishna	Kharnalla	Jambhed	III	Earthfill_Embankment	17.12	622.00	110000	1074000	272000	960000	I	218.00
882	MH09LH0892	TAKALI KHANDESHWARI	18.64805556	75.05055556	1981	Krishna	Local Nalla	Karjat	III	Earthfill_Embankment	10.9	1100	82900	1130000	723000	960000	I	635.00
966	MH09MH0978	BHALUR	18.82138889	76.15194444	1983	Tapi	Saki	Nandgaon	III	Earthfill_Embankment	16.58	373	170950	1160000	356660	960000	I	349.00
1790	MH09LH1827	DHAWADI	17.69138889	74.00083333	1974	Krishna	Local Nalla	Sambalpur	III	Earthfill_Embankment	12.45	1170.00	11000	1030000		960000	I	221.00
1948	MH09LH1987	Rohini	21.39166667	75.09583333	1980	Tapi	Local Nalla	Shirpur	III	Earthfill_Embankment	11.61	630	340000	1010000	34840	960000	I	98.92
563	MH09LH0569	GORADWADI	17.75888889	74.88027778	1976	Krishna	Local Nalla	Malshiras	III	Earthfill_Embankment	11.94	530	51000	1099000	510000	950000	I	255.00
947	MH09MH0959	HIWARKHED	20.68166667	76.39222222	1983	Tapi	Local Nalla	Khamgaon	II	Earthfill_Embankment	15.03	423	108000	1030000	430000	950000	I	192.00
599	MH09MH0606	DUDHANA	20.21027778	78.34277778	1977	Godavari	Local Nalla	Yavatmal	II	Earthfill_Embankment	15	310	105000	1044000	254000	944000	I	148.00
948	MH09MH0960	ANCHALE	20.87888889	74.82194444	1983	Tapi	Kanheri	Dhule	III	Earthfill_Embankment	16.41	594	94000	1050000	200000	940000	I	198.78
1990	MH09LH2029	Thergaon	18.7825	74.92527778	1992	Krishna	Sina	Karjat	III	Earthfill_Embankment	11.57	727	187000	1080000	619400	940000	I	451
2230	MH09MH2269	Dhondwadi	18.51361111	77.18472222	2005	Godavari	Local Nalla	Jalkot	III	Earthfill_Embankment	16.53	460		1059000	209400	940000	I	127.47
238	MH09LH0240	GHANEGAON	19.86611111	75.20583333	1971	Godavari	Local Nalla	Gangapur.	II	Earthfill_Embankment	10.19	1040	76400	1031000	454000	939000	I	166
670	MH09LH0677	HANEGAON-II	18.34805556	77.43277778	1978	Godavari	Local Nalla	Degloor	II	Earthfill_Embankment	10.9	726.00	28000	1030000	366000	934000	I	159.00
683	MH09LH0690	HANEGAON	18.33194444	77.43222222	1978	Godavari	Local Nalla	Degloor	II	Earthfill_Embankment	14.36	781	28000	1030000	392000	934000	I	217
399	MH09LH0402	CHIKHALI	20.34583333	76.27277778	1974	Godavari	Local Nalla	Chikhali	II	Earthfill_Embankment	11.1	596	90020	1010000	360500	930000	I	154.00
1256	MH09LH1269	GAULANE	19.91388889	73.71916667	1991	Godavari	Local Nalla	Nashik	III	Earthfill_Embankment	14.76	601	526810	1043000	250000	930000	I	200.30
1624	MH09LH1638	HALKARNI	15.14277778	74.27138889	2005	Krishna	Local Nalla	Chandgad	III	Earthfill_Embankment	14	504	128000	1040000	226000	930000	I	35.00
2018	MH09LH2057	Dhotane	20.28277778	74.48611111	2006	Tapi	Panzan	Nandgaon	III	Earthfill_Embankment	14.98	1500	146800	1964550	704900	928900	I	1849.21
1009	MH09LH1021	PIMPALGAON TAPPA	19.05916667	75.26555556	1984	Godavari	Local Nalla	Asthi	III	Earthfill_Embankment	12.55	539	76270	1048000	460000	928000	I	81
2055	MH09MH2094	Molvan	18.76888889	76.75777778	2010	Godavari	Local Nalla	Ahmedpur	II	Earthfill_Embankment	18.60	296	237000	1020000	52600	924000	I	103
686	MH09LH0693	DASKHED	18.79833333	75.56222222	1978	Godavari	Local Nalla	Patoda	III	Earthfill_Embankment	13.32	635	95000	1041000	330000	921000	I	221.00
736	MH09MH0744	DHARDEDIGAR	20.36666667	73.91666667	1979	Tapi	Local Nalla	Kalwan	III	Earthfill_Embankment	17.65	355.00	91870	960000	583810	920000	I	85.00
1190	MH09LH1203	BORJAWALA	20.72277778	76.36972222	1988	Tapi	Local Nalla	Khamgaon	II	Earthfill_Embankment	12.42	840	10300	1030000	54000	920000	I	219.50
1716	MH09LH1737	CHINCHKHEDA	20.27027778	75.9675	1995	Godavari	Local Nalla	Jafrabad	II	Earthfill_Embankment	11.4	780.00	62000	1050000	560000	920000	I	232.00
1270	MH09MH1283	PEDGAON	19.81722222	77.23916667	1992	Godavari	Local Nalla	Hingoli	II	Earthfill_Embankment	15.58	202	127000	972200	239800	912000	I	90.67
716	MH09LH0724	DHAMARI	18.775	74.08777778	1978	Krishna	Local Nala	Shirur.	III	Earthfill_Embankment	14.34	450.00	6000	1161000		906000	I	515.00
979	MH09LH0991	WALWAD	18.36861111	75.82583333	1983	Krishna	Local Nalla	Barshi	III	Earthfill_Embankment	14.68	822	118000	1190000	470000	906000	I	440.60
551	MH09LH0557	PARGAON	17.44527778	74.29833333	1976	Krishna	Local Nalla	Khatov	III	Earthfill_Embankment	13.65	1200.00	15000	1090000	380000	900000	I	177.00
1305	MH09MH1318	SANGAVISHIRVAL	18.13138889	73.97638889	1993	Krishna	Local Nalla	Khandala.	III	Earthfill_Embankment	18	850	1340000	1335000	320000	900000	I	137
1101	MH09LH1113	AMBA	20.3075	75.03027778	1986	Godavari	Local Nalla	Kannad	II	Earthfill_Embankment	13.37	898	78000	995000	350000	894000	I	182
1314	MH09LH1327	KOYALI	20.15083333	76.84166667	1994	Godavari	Local Nalla	Risod	II	Earthfill_Embankment	10.61	871	78000	925000	500000	891000	I	314.00
176	MH09MH0177	DHANORA	21.06888889	76.45638889	1969	Tapi	Local Nalla	Jalgaon	III	Earthfill_Embankment	19.24	268	104000	978000	259000	890000	I	168
596	MH09LH0603	WASUR	18.57222222	77.40277778	1977	Godavari	Local Nalla	Mukher	II	Earthfill_Embankment	10.97	520.00	167000	947000	349000	883000	I	112.00
638	MH09LH0645	LAVANGI	17.24361111	75.47722222	1977	Krishna	Local Nala	Mangalwedha	III	Earthfill_Embankment	10	1025	1247000	1140000	591000	880000	I	827
872	MH09LH0882	LONIMAWALA	19.01722222	74.28111111	1981	Krishna	Local Nalla	Parner	III	Earthfill_Embankment	10	958	114000	1080000	46000	880000	I	377.00
1330	MH09MH1344	GADHAWALI	21.65944444	74.24805556	1994	Tapi	Local Nalla	Shahada	III	Earthfill_Embankment	16.52	829	88000	940000	20000	880000	I	320.00
1592	MH09LH1606	JIREGAON	18.36166667	74.53111111	2002	Krishna	Local Nalla	Daund	III	Earthfill_Embankment	11.44	515.00	566000	1260000	560000	880000	I	461.00
1943	MH09LH1982	Langdi Bhavan	21.57	74.72416667	1986	Tapi	Local Nalla	Shahada	III	Earthfill_Embankment	14.50	780	617520	973000	46430	880000	I	130.13
84	MH09LH0084	AMJAON	21.15277778	79.7575	1961	Godavari	Mahur	Bhandara	II	Earthfill_Embankment	10.45	704.08	61000	941000	3740	877000	I	21.24
1671	MH09MH1686	SERPUR	21.54888889	80.28222222	1996	Godavari	Local	Deori	II	Earthfill_Embankment	20.4	660	77710	911000	324000	877000	I	64
906	MH09LH0916	JALKA	20.88333333	78.03333333	1982	Godavari	Local Nalla	Chandur Rly	III	Earthfill_Embankment	12.3	679	66000	951000	271000	875000	I	132.10
2134	MH09LH2173	Pandhari	21.52388889	78.38888889	1970	Godavari	Local Nalla	Warud	III	Earthfill_Embankment	12.78	426.83	742000	940000	261000	874000	I	118
