Day,Data Type,Mean Gauge (m),Discharge (cumecs),Observed/Computed
17-01-2011,HZS,3.05,59.899,O
18-01-2011,HZS,3.055,60.67,O
19-01-2011,HZS,3.12,75.279,O
20-01-2011,HZS,3.08,64.618,O
21-01-2011,HZS,3.05,62.895,O
22-01-2011,HZS,3.082,66.822,O
23-01-2011,HZS,3.04,57.64,C
24-01-2011,HZS,3.03,57.304,O
25-01-2011,HZS,3.068,68.422,O
26-01-2011,HZS,3.01,52.59,C
27-01-2011,HZS,3.015,54.732,O
28-01-2011,HZS,2.983,47.098,O
29-01-2011,HZS,3.045,58.869,O
30-01-2011,HZS,3.07,62.9,C
31-01-2011,HZS,3.03,58.554,O
01-02-2011,HZS,3.165,84.554,O
02-02-2011,HZS,3.135,76.038,O
03-02-2011,HZS,3.1,69.894,O
04-02-2011,HZS,3.1,70.837,O
05-02-2011,HZS,3.16,84.295,O
06-02-2011,HZS,3.12,72.12,C
07-02-2011,HZS,3.05,59.641,O
08-02-2011,HZS,2.983,48.443,O
09-02-2011,HZS,2.868,30.782,O
10-02-2011,HZS,2.825,24.439,O
11-02-2011,HZS,2.83,24.342,O
12-02-2011,HZS,2.777,18.031,O
13-02-2011,HZS,2.81,24.26,C
14-02-2011,HZS,2.74,16.697,O
15-02-2011,HZS,2.74,17,O
16-02-2011,HZS,2.69,12.02,C
17-02-2011,HZS,2.85,27.39,O
18-02-2011,HZS,2.98,47.964,O
19-02-2011,HZS,3.055,61.239,O
20-02-2011,HZS,3,50.94,C
21-02-2011,HZS,3.085,67.292,O
22-02-2011,HZS,3.025,57.857,O
23-02-2011,HZS,3.102,73.003,O
24-02-2011,HZS,3.165,88.013,O
25-02-2011,HZS,3.125,73.738,O
26-02-2011,HZS,3.465,151.799,O
27-02-2011,HZS,3.18,83.9,C
28-02-2011,HZS,3.205,92.442,O
01-03-2011,HZS,3.215,96.877,O
02-03-2011,HZS,3.18,85.377,O
03-03-2011,HZS,3.197,90.838,O
04-03-2011,HZS,3.155,82.868,O
05-03-2011,HZS,3.095,70.039,O
06-03-2011,HZS,3.12,72.12,C
07-03-2011,HZS,3.135,78.97,O
08-03-2011,HZS,3.075,62.465,O
09-03-2011,HZS,3.08,63.867,O
10-03-2011,HZS,2.98,50.588,O
11-03-2011,HZS,2.98,48.342,O
12-03-2011,HZS,3.033,60.223,O
13-03-2011,HZS,2.93,40.11,C
14-03-2011,HZS,2.98,45.798,O
15-03-2011,HZS,3,47.115,O
16-03-2011,HZS,2.98,47.42,O
17-03-2011,HZS,3.02,57.21,O
18-03-2011,HZS,3.145,78.699,O
19-03-2011,HZS,3.11,71.708,O
20-03-2011,HZS,3.1,68.37,C
21-03-2011,HZS,3.12,72.352,O
22-03-2011,HZS,3.1,69.867,O
23-03-2011,HZS,3.145,81.341,O
24-03-2011,HZS,3.14,79.776,O
25-03-2011,HZS,3.13,77.676,O
26-03-2011,HZS,3.082,63.554,O
27-03-2011,HZS,3.02,54.24,C
28-03-2011,HZS,3.277,110.687,O
29-03-2011,HZS,3.2,94.566,O
30-03-2011,HZS,3.115,72.417,O
31-03-2011,HZS,3.085,64.213,O
01-04-2011,HZS,2.987,48.068,O
02-04-2011,HZS,3.065,63.316,O
03-04-2011,HZS,2.895,35.13,C
04-04-2011,HZS,3.02,54.24,C
05-04-2011,HZS,3,51.6,O
06-04-2011,HZS,3.1,71.677,O
07-04-2011,HZS,3.12,74.062,O
08-04-2011,HZS,3.08,63.867,O
09-04-2011,HZS,3.07,63.165,O
10-04-2011,HZS,3.11,70.23,C
11-04-2011,HZS,3.185,88.931,O
12-04-2011,HZS,3.13,76.128,O
13-04-2011,HZS,3.12,72.12,C
14-04-2011,HZS,3.1,68.37,C
15-04-2011,HZS,3.09,64.852,O
16-04-2011,HZS,3.08,64.7,C
17-04-2011,HZS,3,50.94,C
18-04-2011,HZS,3.08,64.024,O
19-04-2011,HZS,3.11,71.347,O
20-04-2011,HZS,3.14,78.241,O
21-04-2011,HZS,3.095,66.613,O
22-04-2011,HZS,3.32,114.4,C
23-04-2011,HZS,3.64,192.843,O
24-04-2011,HZS,4.28,428.4,C
25-04-2011,HZS,4.05,337.235,O
26-04-2011,HZS,3.75,230.368,O
27-04-2011,HZS,3.53,172.911,O
28-04-2011,HZS,3.425,140.598,O
29-04-2011,HZS,3.23,90.648,O
30-04-2011,HZS,3.18,86.181,O
01-05-2011,HZS,3.12,72.12,C
02-05-2011,HZS,3.025,58.409,O
03-05-2011,HZS,3.045,61.744,O
04-05-2011,HZS,3.265,102.339,O
05-05-2011,HZS,3.25,94.313,O
06-05-2011,HZS,3.245,94.174,O
07-05-2011,HZS,3.32,105.751,O
08-05-2011,HZS,3.24,96.47,C
09-05-2011,HZS,3.23,89.787,O
10-05-2011,HZS,3.2,86.879,O
11-05-2011,HZS,3.255,102.368,O
12-05-2011,HZS,3.26,103.014,O
13-05-2011,HZS,3.275,104.982,O
14-05-2011,HZS,3.275,105.851,O
15-05-2011,HZS,3.26,100.8,C
16-05-2011,HZS,3.215,90.602,O
17-05-2011,HZS,3.3,109.8,C
18-05-2011,HZS,3.34,112.738,O
19-05-2011,HZS,3.303,107.455,O
20-05-2011,HZS,3.385,123.216,O
21-05-2011,HZS,3.375,120.364,O
22-05-2011,HZS,3.57,179,C
23-05-2011,HZS,3.32,108.202,O
24-05-2011,HZS,3.07,59.6,O
25-05-2011,HZS,3.25,101.266,O
26-05-2011,HZS,3.83,265.598,O
27-05-2011,HZS,4.06,351.16,O
28-05-2011,HZS,3.54,168.971,O
29-05-2011,HZS,3.32,114.4,C
30-05-2011,HZS,3.315,103.295,O
31-05-2011,HZS,3.35,112.973,O
01-06-2011,HZS,3.245,96.381,O
02-06-2011,HZS,3.42,143.393,O
03-06-2011,HZS,3.43,141.137,O
04-06-2011,HZS,3.385,126.459,O
05-06-2011,HZS,3.33,119.6,C
06-06-2011,HZS,3.26,101.699,O
07-06-2011,HZS,3.13,79.6,O
08-06-2011,HZS,3.168,83.189,O
09-06-2011,HZS,3.15,79.894,O
10-06-2011,HZS,3.14,78.471,O
11-06-2011,HZS,3.155,78.405,O
12-06-2011,HZS,3.145,81.22,C
13-06-2011,HZS,3.1,76.617,O
14-06-2011,HZS,3.09,75.398,O
15-06-2011,HZS,3.115,75.973,O
16-06-2011,HZS,3.085,73.017,O
17-06-2011,HZS,3.065,66.12,O
18-06-2011,HZS,3.065,66.513,O
19-06-2011,HZS,3.19,89.85,C
20-06-2011,HZS,3.207,94.467,O
21-06-2011,HZS,3.24,99.257,O
22-06-2011,HZS,3.275,105.519,O
23-06-2011,HZS,3.27,104.451,O
24-06-2011,HZS,3.35,119.474,O
25-06-2011,HZS,3.275,106.422,O
26-06-2011,HZS,3.215,94.84,C
27-06-2011,HZS,3.322,117.177,O
28-06-2011,HZS,3.385,127.099,O
29-06-2011,HZS,3.38,129.347,O
30-06-2011,HZS,3.705,219.082,O
01-07-2011,HZS,4.05,347.228,O
02-07-2011,HZS,4.055,348.622,O
03-07-2011,HZS,3.75,234.9,C
04-07-2011,HZS,3.71,234.888,O
05-07-2011,HZS,3.747,240.397,O
06-07-2011,HZS,3.71,228.221,O
07-07-2011,HZS,3.555,170.421,O
08-07-2011,HZS,3.64,201.798,O
09-07-2011,HZS,3.56,172.886,O
10-07-2011,HZS,3.51,164.2,C
11-07-2011,HZS,3.555,171.935,O
12-07-2011,HZS,3.545,171.677,O
13-07-2011,HZS,3.485,153.473,O
14-07-2011,HZS,3.515,157.292,O
15-07-2011,HZS,3.62,191.268,O
16-07-2011,HZS,3.71,229.425,O
17-07-2011,HZS,3.66,206.9,C
18-07-2011,HZS,3.85,275.063,O
19-07-2011,HZS,4.475,505.807,O
20-07-2011,HZS,5.045,845.237,O
21-07-2011,HZS,4.68,625.055,O
22-07-2011,HZS,4.56,577.683,O
23-07-2011,HZS,4.295,445.274,O
24-07-2011,HZS,4.3,446.2,C
25-07-2011,HZS,4.19,435.215,O
26-07-2011,HZS,4.29,443.277,O
27-07-2011,HZS,4.385,494.14,O
28-07-2011,HZS,4.345,464.949,O
29-07-2011,HZS,4.255,436.202,O
30-07-2011,HZS,3.95,313.714,O
31-07-2011,HZS,3.78,244.7,C
01-08-2011,HZS,3.8,272.232,O
02-08-2011,HZS,3.695,231.398,O
03-08-2011,HZS,3.6,183.979,O
04-08-2011,HZS,3.6,186.428,O
05-08-2011,HZS,3.645,206.503,O
06-08-2011,HZS,3.8,260.398,O
07-08-2011,HZS,3.98,314.9,C
08-08-2011,HZS,5.07,873.866,O
09-08-2011,HZS,5.08,895.913,O
10-08-2011,HZS,5.02,810.607,O
11-08-2011,HZS,4.575,589.647,O
12-08-2011,HZS,4.162,393.923,O
13-08-2011,HZS,4.055,340.756,O
14-08-2011,HZS,4.01,326.2,C
15-08-2011,HZS,4.025,332,C
16-08-2011,HZS,4.05,346.245,O
17-08-2011,HZS,4.028,325.34,O
18-08-2011,HZS,4.205,403.831,O
19-08-2011,HZS,4.605,595.661,O
20-08-2011,HZS,4.215,432.857,O
21-08-2011,HZS,3.995,320.6,C
22-08-2011,HZS,4.02,338.507,O
23-08-2011,HZS,3.895,294.612,O
24-08-2011,HZS,4.005,328.051,O
25-08-2011,HZS,4.122,355.558,O
26-08-2011,HZS,4.12,359.845,O
27-08-2011,HZS,4.12,354.576,O
28-08-2011,HZS,4.22,411.2,C
29-08-2011,HZS,4.13,358.04,O
30-08-2011,HZS,4.165,388.542,O
31-08-2011,HZS,4.21,406.9,C
01-09-2011,HZS,4.24,419.8,C
02-09-2011,HZS,4.81,669.46,O
03-09-2011,HZS,6.27,1754.236,O
04-09-2011,HZS,5.85,1417,C
05-09-2011,HZS,6.325,1803.697,O
06-09-2011,HZS,6.365,1888.082,O
07-09-2011,HZS,5.405,1149.214,O
08-09-2011,HZS,5.515,1211.341,O
09-09-2011,HZS,4.9,734.521,O
10-09-2011,HZS,4.33,454.11,O
11-09-2011,HZS,4.26,428.5,C
12-09-2011,HZS,4.37,458.766,O
13-09-2011,HZS,4.175,398.516,O
14-09-2011,HZS,4.08,369.451,O
15-09-2011,HZS,4.25,443.623,O
16-09-2011,HZS,4.26,441.741,O
17-09-2011,HZS,4.225,424.047,O
18-09-2011,HZS,4.16,385.9,C
19-09-2011,HZS,4.13,364.769,O
20-09-2011,HZS,4.045,332.774,O
21-09-2011,HZS,4.06,344.258,O
22-09-2011,HZS,4.068,342.275,O
23-09-2011,HZS,4,312.331,O
24-09-2011,HZS,3.95,298.239,O
25-09-2011,HZS,3.8,251.3,C
26-09-2011,HZS,3.82,272.539,O
27-09-2011,HZS,3.79,265.263,O
28-09-2011,HZS,3.865,288.769,O
29-09-2011,HZS,3.79,264.047,O
30-09-2011,HZS,3.855,286.398,O
01-10-2011,HZS,3.74,226.544,O
02-10-2011,HZS,3.8,251.3,C
03-10-2011,HZS,4.39,465.69,O
04-10-2011,HZS,4.23,434.517,O
05-10-2011,HZS,3.99,310.224,O
06-10-2011,HZS,3.8,251.3,C
07-10-2011,HZS,3.79,253.606,O
08-10-2011,HZS,3.74,224.366,O
09-10-2011,HZS,3.82,258,C
10-10-2011,HZS,3.775,243.602,O
11-10-2011,HZS,4.395,470.844,O
12-10-2011,HZS,4.2,405.741,O
13-10-2011,HZS,4.18,396.717,O
14-10-2011,HZS,4.755,666.066,O
15-10-2011,HZS,4.265,426.062,O
16-10-2011,HZS,4.36,473.4,C
17-10-2011,HZS,4.16,385.9,C
18-10-2011,HZS,3.94,290.434,O
19-10-2011,HZS,3.925,287.628,O
20-10-2011,HZS,3.805,250.253,O
21-10-2011,HZS,3.78,242.704,O
22-10-2011,HZS,3.82,261.533,O
23-10-2011,HZS,3.95,303.8,C
24-10-2011,HZS,3.87,280.388,O
25-10-2011,HZS,4.215,398.118,O
26-10-2011,HZS,4.42,501.5,C
27-10-2011,HZS,4.37,467.24,O
28-10-2011,HZS,4.15,369.773,O
29-10-2011,HZS,4,320.759,O
30-10-2011,HZS,3.985,316.8,C
31-10-2011,HZS,4.075,355.695,O
01-11-2011,HZS,3.95,303.789,O
02-11-2011,HZS,4.11,356.273,O
03-11-2011,HZS,4.09,339.933,O
04-11-2011,HZS,4.645,617.36,O
05-11-2011,HZS,5.135,856.045,O
06-11-2011,HZS,5.18,928.6,C
07-11-2011,HZS,4.58,580.3,C
08-11-2011,HZS,4.54,542.819,O
09-11-2011,HZS,4.185,395.414,O
10-11-2011,HZS,4.1,361.4,C
11-11-2011,HZS,4.1,368.732,O
12-11-2011,HZS,3.83,273.71,O
13-11-2011,HZS,3.82,258,C
14-11-2011,HZS,3.885,288.388,O
15-11-2011,HZS,3.82,257.768,O
16-11-2011,HZS,3.755,247.348,O
17-11-2011,HZS,3.71,229.687,O
18-11-2011,HZS,3.685,218.73,O
19-11-2011,HZS,3.79,240.867,O
20-11-2011,HZS,3.73,228.5,C
21-11-2011,HZS,3.74,232.671,O
22-11-2011,HZS,3.735,232.845,O
23-11-2011,HZS,3.73,233.051,O
24-11-2011,HZS,3.73,225.444,O
25-11-2011,HZS,3.72,222.104,O
26-11-2011,HZS,3.74,234.489,O
27-11-2011,HZS,3.81,254.6,C
28-11-2011,HZS,3.89,283.753,O
29-11-2011,HZS,3.925,295.885,O
30-11-2011,HZS,4.505,512.33,O
01-12-2011,HZS,4.265,449.478,O
02-12-2011,HZS,3.86,262.941,O
03-12-2011,HZS,3.785,239.476,O
04-12-2011,HZS,3.65,196.6,C
05-12-2011,HZS,3.67,213.988,O
06-12-2011,HZS,3.68,206.1,C
07-12-2011,HZS,3.56,175.107,O
08-12-2011,HZS,3.55,171.574,O
09-12-2011,HZS,3.54,167.103,O
10-12-2011,HZS,3.525,160.53,O
11-12-2011,HZS,3.47,145.1,C
12-12-2011,HZS,3.44,129.827,O
13-12-2011,HZS,3.425,129.994,O
14-12-2011,HZS,3.385,123.446,O
15-12-2011,HZS,3.445,129.595,O
16-12-2011,HZS,3.33,117.249,O
17-12-2011,HZS,3.4,122.64,O
18-12-2011,HZS,3.37,120.4,C
19-12-2011,HZS,3.39,121.394,O
20-12-2011,HZS,3.38,118.796,O
21-12-2011,HZS,3.35,119.005,O
22-12-2011,HZS,3.38,120.476,O
23-12-2011,HZS,3.35,117.759,O
24-12-2011,HZS,3.355,119.189,O
25-12-2011,HZS,3.32,109,C
26-12-2011,HZS,3.24,96.249,O
27-12-2011,HZS,3.27,98.769,O
28-12-2011,HZS,3.24,97.159,O
29-12-2011,HZS,3.28,104.633,O
30-12-2011,HZS,3.255,97.893,O
31-12-2011,HZS,3.23,94.823,O
01-01-2012,HZS,3.25,95.56,C
02-01-2012,HZS,3.24,95.905,O
03-01-2012,HZS,3.18,83.516,O
04-01-2012,HZS,3.18,82.802,O
05-01-2012,HZS,3.14,75.127,O
06-01-2012,HZS,3.07,66.376,O
07-01-2012,HZS,3.07,63.168,O
08-01-2012,HZS,3.05,63.13,C
09-01-2012,HZS,3,55.94,O
10-01-2012,HZS,2.95,45.959,O
11-01-2012,HZS,2.93,45.109,O
12-01-2012,HZS,2.86,41.806,O
13-01-2012,HZS,2.9,44.401,O
14-01-2012,HZS,2.89,43.568,O
15-01-2012,HZS,2.87,40.02,C
16-01-2012,HZS,2.82,38.717,O
17-01-2012,HZS,2.84,39.25,O
18-01-2012,HZS,2.97,49.988,O
19-01-2012,HZS,3,54.893,O
20-01-2012,HZS,3.025,58.512,O
21-01-2012,HZS,3.045,59.354,O
22-01-2012,HZS,3.03,60.28,C
23-01-2012,HZS,3.05,60.329,O
24-01-2012,HZS,3.01,56.736,O
25-01-2012,HZS,3.01,56.245,O
26-01-2012,HZS,3.02,58.88,C
27-01-2012,HZS,2.955,49.23,O
28-01-2012,HZS,3.005,55.224,O
29-01-2012,HZS,3.01,57.5,C
30-01-2012,HZS,3,55.183,O
31-01-2012,HZS,2.975,50.968,O
01-02-2012,HZS,2.935,46.441,O
02-02-2012,HZS,2.93,45.624,O
03-02-2012,HZS,2.93,45.769,O
04-02-2012,HZS,2.975,51.647,O
05-02-2012,HZS,2.95,49.59,C
06-02-2012,HZS,2.955,50.473,O
07-02-2012,HZS,2.91,46.055,O
08-02-2012,HZS,2.925,45.903,O
09-02-2012,HZS,3.04,60.286,O
10-02-2012,HZS,3.05,60.264,O
11-02-2012,HZS,3,54.645,O
12-02-2012,HZS,3,56.14,C
13-02-2012,HZS,2.97,51.777,O
14-02-2012,HZS,2.99,54.777,O
15-02-2012,HZS,2.93,45.035,O
16-02-2012,HZS,2.9,44.842,O
17-02-2012,HZS,2.86,41.442,O
18-02-2012,HZS,2.865,41.785,O
19-02-2012,HZS,2.92,45.87,C
20-02-2012,HZS,2.9,43.48,C
21-02-2012,HZS,2.945,49.686,O
22-02-2012,HZS,2.99,53.659,O
23-02-2012,HZS,2.99,53.749,O
24-02-2012,HZS,2.99,53.978,O
25-02-2012,HZS,3,55.01,O
26-02-2012,HZS,3,56.14,C
27-02-2012,HZS,3,55.131,O
28-02-2012,HZS,3,55.6,O
29-02-2012,HZS,2.98,52.055,O
01-03-2012,HZS,3.035,59.853,O
02-03-2012,HZS,3.02,57.355,O
03-03-2012,HZS,2.99,53.55,O
04-03-2012,HZS,3.01,57.5,C
05-03-2012,HZS,3.03,58.377,O
06-03-2012,HZS,3.04,59.801,O
07-03-2012,HZS,3.07,61.537,O
08-03-2012,HZS,3.03,58.262,O
09-03-2012,HZS,3.07,62.289,O
10-03-2012,HZS,3.09,64.774,O
11-03-2012,HZS,3.05,63.13,C
12-03-2012,HZS,3.1,65.84,O
13-03-2012,HZS,2.955,50.925,O
14-03-2012,HZS,2.91,44.317,O
15-03-2012,HZS,2.908,44.152,O
16-03-2012,HZS,2.93,47.199,O
17-03-2012,HZS,2.95,49.007,O
18-03-2012,HZS,2.89,42.31,C
19-03-2012,HZS,2.91,44.543,O
20-03-2012,HZS,2.86,41.869,O
21-03-2012,HZS,2.84,40.402,O
22-03-2012,HZS,2.855,41.438,O
23-03-2012,HZS,2.84,36.71,C
24-03-2012,HZS,2.83,39.664,O
25-03-2012,HZS,2.84,36.71,C
26-03-2012,HZS,2.77,34.764,O
27-03-2012,HZS,2.71,29.805,O
28-03-2012,HZS,2.69,22.027,O
29-03-2012,HZS,2.87,37.243,O
30-03-2012,HZS,2.86,37.218,O
31-03-2012,HZS,3.075,62.652,O
01-04-2012,HZS,3.06,64.58,C
02-04-2012,HZS,3.06,61.236,O
03-04-2012,HZS,3.11,67.539,O
04-04-2012,HZS,3.1,66.239,O
05-04-2012,HZS,3.07,66.05,C
06-04-2012,HZS,3.05,63.13,C
07-04-2012,HZS,3.05,60.331,O
08-04-2012,HZS,3.1,70.56,C
09-04-2012,HZS,3.12,68.771,O
10-04-2012,HZS,3.09,65.064,O
11-04-2012,HZS,3.04,60.023,O
12-04-2012,HZS,3.04,60.83,O
13-04-2012,HZS,3.01,56.989,O
14-04-2012,HZS,3.01,57.5,C
15-04-2012,HZS,2.97,52.16,C
16-04-2012,HZS,2.94,48.896,O
17-04-2012,HZS,2.91,44.806,O
18-04-2012,HZS,2.89,43.82,O
19-04-2012,HZS,2.94,47.207,O
20-04-2012,HZS,3.14,73.93,O
21-04-2012,HZS,3.03,58.429,O
22-04-2012,HZS,3,56.14,C
23-04-2012,HZS,3.045,59.211,O
24-04-2012,HZS,3.02,57.737,O
25-04-2012,HZS,3.01,56.114,O
26-04-2012,HZS,3.14,73.284,O
27-04-2012,HZS,3.12,69.932,O
28-04-2012,HZS,3.395,123.037,O
29-04-2012,HZS,3.55,166.8,C
30-04-2012,HZS,3.42,128.122,O
01-05-2012,HZS,3.19,84.427,O
02-05-2012,HZS,3,56.628,O
03-05-2012,HZS,3.16,81.04,O
04-05-2012,HZS,2.95,48.862,O
05-05-2012,HZS,2.92,45.675,O
06-05-2012,HZS,3.02,58.88,C
07-05-2012,HZS,2.93,46.065,O
08-05-2012,HZS,2.88,42.82,O
09-05-2012,HZS,2.85,40.857,O
10-05-2012,HZS,2.84,39.894,O
11-05-2012,HZS,3.05,60.779,O
12-05-2012,HZS,3.07,62.997,O
13-05-2012,HZS,3.15,78.44,C
14-05-2012,HZS,3.23,92.239,O
15-05-2012,HZS,3.19,84.518,O
16-05-2012,HZS,3.2,85.883,O
17-05-2012,HZS,3.15,79.891,O
18-05-2012,HZS,3.38,121.653,O
19-05-2012,HZS,3.24,94.031,O
20-05-2012,HZS,3.15,78.44,C
21-05-2012,HZS,3,56.729,O
22-05-2012,HZS,2.94,48.018,O
23-05-2012,HZS,2.91,44.337,O
24-05-2012,HZS,2.85,40.488,O
25-05-2012,HZS,2.83,38.869,O
26-05-2012,HZS,2.96,50.977,O
27-05-2012,HZS,3,56.14,C
28-05-2012,HZS,3.01,57.181,O
29-05-2012,HZS,3.03,59.51,O
30-05-2012,HZS,3,57.34,O
31-05-2012,HZS,3.01,57.915,O
01-06-2012,HZS,3,57.569,O
02-06-2012,HZS,3.01,58.26,O
03-06-2012,HZS,2.95,50.71,C
04-06-2012,HZS,2.91,44.715,O
05-06-2012,HZS,2.84,40.324,O
06-06-2012,HZS,2.82,38.283,O
07-06-2012,HZS,2.84,40.177,O
08-06-2012,HZS,2.76,33.746,O
09-06-2012,HZS,2.83,39.046,O
10-06-2012,HZS,2.83,36.57,C
11-06-2012,HZS,2.8,36.919,O
12-06-2012,HZS,2.8,36.9,O
13-06-2012,HZS,2.79,35.942,O
14-06-2012,HZS,2.98,52.802,O
15-06-2012,HZS,2.935,47.919,O
16-06-2012,HZS,2.88,43.033,O
17-06-2012,HZS,2.885,42.71,C
18-06-2012,HZS,2.84,39.146,O
19-06-2012,HZS,2.91,45.587,O
20-06-2012,HZS,2.94,48.262,O
21-06-2012,HZS,2.94,48.633,O
22-06-2012,HZS,2.97,50.228,O
23-06-2012,HZS,2.99,53.219,O
24-06-2012,HZS,2.94,49.42,C
25-06-2012,HZS,2.87,41.999,O
26-06-2012,HZS,2.92,46.553,O
27-06-2012,HZS,2.97,52.249,O
28-06-2012,HZS,2.86,40.979,O
29-06-2012,HZS,2.91,45.747,O
30-06-2012,HZS,2.965,51.617,O
01-07-2012,HZS,2.9,44.48,C
02-07-2012,HZS,2.85,40.284,O
03-07-2012,HZS,2.99,53.807,O
04-07-2012,HZS,2.93,47.809,O
05-07-2012,HZS,2.89,43.066,O
06-07-2012,HZS,2.9,44.285,O
07-07-2012,HZS,3.005,54.462,O
08-07-2012,HZS,2.76,33.746,O
09-07-2012,HZS,2.9,44.099,O
10-07-2012,HZS,2.97,51.971,O
11-07-2012,HZS,3,54.636,O
12-07-2012,HZS,2.93,47.267,O
13-07-2012,HZS,3.01,56.194,O
14-07-2012,HZS,2.99,53.241,O
15-07-2012,HZS,2.95,50.71,C
16-07-2012,HZS,2.88,42.142,O
17-07-2012,HZS,2.9,44.788,O
18-07-2012,HZS,2.96,50.779,O
19-07-2012,HZS,2.94,48.303,O
20-07-2012,HZS,2.9,44.825,O
21-07-2012,HZS,2.88,42.054,O
22-07-2012,HZS,2.84,37.64,C
23-07-2012,HZS,2.84,39.478,O
24-07-2012,HZS,2.77,34.252,O
25-07-2012,HZS,2.84,39.877,O
26-07-2012,HZS,2.78,35.254,O
27-07-2012,HZS,2.82,38.079,O
28-07-2012,HZS,2.81,37.761,O
29-07-2012,HZS,2.785,31.96,C
30-07-2012,HZS,2.79,36.543,O
31-07-2012,HZS,2.81,37.322,O
01-08-2012,HZS,2.91,45.766,O
02-08-2012,HZS,2.99,54.25,O
03-08-2012,HZS,2.95,49.127,O
04-08-2012,HZS,2.92,40.99,O
05-08-2012,HZS,2.86,39.84,C
06-08-2012,HZS,2.838,39.259,O
07-08-2012,HZS,2.81,37.792,O
08-08-2012,HZS,2.84,39.483,O
09-08-2012,HZS,2.84,39.258,O
10-08-2012,HZS,2.935,47.951,O
11-08-2012,HZS,4.26,454.773,O
12-08-2012,HZS,3.94,289.2,C
13-08-2012,HZS,3.97,308.543,O
14-08-2012,HZS,3.985,313.172,O
15-08-2012,HZS,4,311.6,C
16-08-2012,HZS,3.59,181.474,O
17-08-2012,HZS,3.335,113.239,O
18-08-2012,HZS,3.13,71.741,O
19-08-2012,HZS,3.05,64.64,C
20-08-2012,HZS,2.98,54.68,C
21-08-2012,HZS,3.05,60.191,O
22-08-2012,HZS,3.02,58.175,O
23-08-2012,HZS,3.07,62.998,O
24-08-2012,HZS,3.175,83.966,O
25-08-2012,HZS,3.49,152.858,O
26-08-2012,HZS,3.42,134.8,C
27-08-2012,HZS,3.33,114.846,O
28-08-2012,HZS,3.305,104.333,O
29-08-2012,HZS,3.24,94.23,O
30-08-2012,HZS,3.24,94.93,O
31-08-2012,HZS,3.2,86.468,O
01-09-2012,HZS,3.27,96.868,O
02-09-2012,HZS,3.34,117,C
03-09-2012,HZS,3.32,106.935,O
04-09-2012,HZS,3.67,204.105,O
05-09-2012,HZS,3.75,230.174,O
06-09-2012,HZS,3.72,210.329,O
07-09-2012,HZS,3.68,210.102,O
08-09-2012,HZS,3.685,210.969,O
09-09-2012,HZS,3.74,221.5,C
10-09-2012,HZS,3.79,238.291,O
11-09-2012,HZS,3.872,280.012,O
12-09-2012,HZS,3.83,269.946,O
13-09-2012,HZS,3.76,232.082,O
14-09-2012,HZS,3.905,282.879,O
15-09-2012,HZS,3.94,304.399,O
16-09-2012,HZS,4.105,359.958,O
17-09-2012,HZS,4.19,411.14,O
18-09-2012,HZS,4.2,414.568,O
19-09-2012,HZS,4.21,404.467,O
20-09-2012,HZS,4.12,370.124,O
21-09-2012,HZS,4.02,332.638,O
22-09-2012,HZS,3.67,201.594,O
23-09-2012,HZS,3.48,149.2,C
24-09-2012,HZS,3.35,118.12,O
25-09-2012,HZS,3.41,125.74,O
26-09-2012,HZS,3.34,115.849,O
27-09-2012,HZS,3.31,112.238,O
28-09-2012,HZS,3.31,110.651,O
29-09-2012,HZS,3.51,152.565,O
30-09-2012,HZS,3.65,209.217,O
01-10-2012,HZS,3.6,205.668,O
02-10-2012,HZS,4.015,337.039,O
03-10-2012,HZS,4.025,340.359,O
04-10-2012,HZS,3.93,288.788,O
05-10-2012,HZS,3.87,260.217,O
06-10-2012,HZS,4.085,357.532,O
07-10-2012,HZS,4.997,861.787,O
08-10-2012,HZS,4.215,418.849,O
09-10-2012,HZS,4.105,365.693,O
10-10-2012,HZS,4.645,639.029,O
11-10-2012,HZS,3.91,284.67,O
12-10-2012,HZS,3.49,153.929,O
13-10-2012,HZS,3.28,100.466,O
14-10-2012,HZS,3.255,99.598,O
15-10-2012,HZS,3.45,140.3,O
16-10-2012,HZS,4.365,476.792,O
17-10-2012,HZS,4.122,372.328,O
18-10-2012,HZS,3.688,212.38,O
19-10-2012,HZS,3.48,150.143,O
20-10-2012,HZS,3.24,94.245,O
21-10-2012,HZS,3.24,94.531,O
22-10-2012,HZS,3.26,100.548,O
23-10-2012,HZS,3.21,85.963,O
24-10-2012,HZS,3.23,90.932,O
25-10-2012,HZS,3.23,90.991,O
26-10-2012,HZS,3.19,86.139,O
27-10-2012,HZS,3.14,79.971,O
28-10-2012,HZS,3.16,82.986,O
29-10-2012,HZS,3.14,79.368,O
30-10-2012,HZS,3.22,90.094,O
31-10-2012,HZS,3.28,103.022,O
01-11-2012,HZS,3.405,123.334,O
02-11-2012,HZS,4.135,385.927,O
03-11-2012,HZS,4.13,380.88,O
04-11-2012,HZS,3.675,206.353,O
05-11-2012,HZS,3.35,118.963,O
06-11-2012,HZS,3.24,98.322,O
07-11-2012,HZS,3.225,93.593,O
08-11-2012,HZS,3.09,66.094,O
09-11-2012,HZS,3.06,63.513,O
10-11-2012,HZS,3.15,75.74,O
11-11-2012,HZS,3.34,113.535,O
12-11-2012,HZS,3.385,116.72,O
13-11-2012,HZS,3.45,138.686,O
